"Contractor","Location","Total Amount"
"James","Sri Lanka","0"
"James","Cook Islands","0"
"James","Argentina","751.95"
"James","Mayotte","0"
"James","Cape Verde","389.99"
"James","Iraq","461.45"
"James","Cayman Islands","0"
"James","Slovenia","195.0"
"James","Philippines","0"
"James","Comoros","0"
"James","Liechtenstein","0"
"James","Honduras","0"
"James","Nepal","249.0"
"James","United Arab Emirates","0"
"James","Marshall Islands","0"
"James","Austria","0"
"James","Belize","0"
"James","Macao","0"
"James","Eastern Africa","198.99"
"James","Label","0"
"James","Greece","889.94"
"James","Gambia","0"
"James","Trinidad And Tobago","126.99"
"James","Armenia","0"
"James","Aruba","447.0"
"James","Ireland","0"
"James","Guam","0"
"James","Scandinavia","0"
"James","Macedonia","0"
"James","Mongolia","0"
"James","Greenland","221.99"
"James","Haiti","0"
"James","Canada","797.48"
"James","Dominican Republic","0"
"James","Bulgaria","130.95"
"James","Southern Africa","0"
"James","Bolivia","70.98"
"James","Paraguay","0"
"James","Finland","0"
"James","Romania","0"
"James","Uzbekistan","228.1"
"James","Cambodia","0"
"James","East Indies","0"
"James","Sierra Leone","367.0"
"James","Gaza Strip","16.0"
"James","Malaysia","0"
"James","Burundi","0"
"James","Gibraltar","0"
"James","Spain","45.99"
"James","Gabon","371.0"
"James","Niue","345.95"
"James","New Zealand","0"
"James","Costa Rica","0"
"James","Middle East","0"
"James","Barbados","372.99"
"James","Anguilla","0"
"James","Thailand","0"
"James","Chad","0"
"James","Bangladesh","0"
"James","Djibouti","214.95"
"James","South Korea","0"
"James","Australia","0"
"James","Italy","15.5"
"James","Serbia","425.0"
"James","El Salvador","77.1"
"James","Netherlands Antilles","0"
"James","Norfolk Island","0"
"James","United States Virgin Islands","127.99"
"James","Namibia","0"
"James","Guatemala","0"
"James","Norway","0"
"James","Pakistan","0"
"James","Cyprus","0"
"James","Faeroe Islands","293.95"
"James","Japan","0"
"James","Democratic Republic Of The Congo","0"
"James","Madagascar","133.99"
"James","San Marino","0"
"James","United Kingdom","265.95"
"James","Kazakhstan","0"
"James","France","0"
"James","Togo","0"
"James","Algeria","0"
"James","Russia","1093.0"
"James","Swaziland","0"
"James","South Asia","0"
"James","Saint Kitts-Nevis","0"
"James","Switzerland","0"
"James","Fiji","0"
"Ethyl","Africa","0"
"Ethyl","Libya","176.95"
"Ethyl","Afghanistan","0"
"Ethyl","Northern Mariana Islands","0"
"Ethyl","Denmark","29.95"
"Ethyl","Eastern Europe","0"
"Ethyl","Andorra","0"
"Ethyl","Aland Islands","0"
"Ethyl","Jordan","0"
"Ethyl","Slovakia","0"
"Ethyl","Columbia","0"
"Ethyl","Country_Desc","0"
"Ethyl","Burkina Faso","0"
"Ethyl","Sao Tome And Principe","0"
"Ethyl","Mexico","0"
"Ethyl","Bosnia And Herzegovina","0"
"Ethyl","Sudan","0"
"Ethyl","Estonia","0"
"Ethyl","Lesotho","188.95"
"Ethyl","Senegal","377.0"
"Ethyl","Asia","416.95"
"Ethyl","Hungary","251.0"
"Ethyl","Laos","382.0"
"Ethyl","Turkey","0"
"Ethyl","Lithuania","0"
"Ethyl","South America","0"
"Ethyl","The West","0"
"Ethyl","Portugal","224.99"
"Ethyl","Niger","0"
"Ethyl","Balkans","0"
"Ethyl","Yemen","0"
"Ethyl","Poland","467.99"
"Ethyl","West Bank","0"
"Ethyl","Bahrain","0"
"Ethyl","Baghdad","285.95"
"Ethyl","Iceland","0"
"Ethyl","Persian Gulf","711.98"
"Ethyl","Angola","229.99"
"Ethyl","Western Sahara","450.0"
"Ethyl","Tonga","0"
"Ethyl","Kenya","0"
"Ethyl","Saint Helena","0"
"Ethyl","Falkland Islands","0"
"Ethyl","Sweden","0"
"Ethyl","Kuwait","0"
"Ethyl","West Africa","0"
"Ethyl","People'S Republic Of The Congo","327.99"
"Ethyl","Myanmar","372.95"
"Ethyl","Morocco","0"
"Ethyl","Saudi Arabia","0"
"Ethyl","Seychelles","0"
"Ethyl","Turks And Caicos Islands","89.99"
"Ethyl","South Africa","0"
"Ethyl","Latvia","0"
"Ethyl","Occupied Palestinian Territory","0"
"Ethyl","Ecuador","183.99"
"Ethyl","Micronesia","0"
"Ethyl","Benin","0"
"Ethyl","Netherlands","266.98"
"Ethyl","Central Africa","0"
"Ethyl","Ghana","0"
"Ethyl","Suriname","349.0"
"Ethyl","Location","0"
"Ethyl","British Virgin Islands","0"
"Ethyl","Luxembourg","0"
"Ethyl","East Timor","0"
"Ethyl","Qatar","0"
"Ethyl","Wallis And Futuna Islands","0"
"Ethyl","Tajikistan","0"
"Ethyl","Guyana","0"
"Ethyl","Mediterranean","0"
"Ethyl","Czech Republic","0"
"Ethyl","Caribbean","0"
"Ethyl","Caucasus","0"
"Ethyl","Moldova","0"
"Ethyl","Malta","16.0"
"Ethyl","Palau","0"
"Ethyl","Oman","0"
"Ethyl","Vatican City","0"
"Ethyl","Montenegro","0"
"Ethyl","Panama","0"
"Ethyl","Turkmenistan","41.95"
"Ethyl","Nicaragua","0"
"Ethyl","North Africa","0"
"Ethyl","Chile","0"
"Ethyl","Central Asia","67.99"
"Ethyl","Mauritius","0"
"Ethyl","Tuvalu","564.45"
"Ethyl","French Polynesia","0"
"Ethyl","Equatorial Guinea","0"
"Ethyl","Ivory Coast","202.0"
"Ethyl","Isle Of Man","1440.98"
"Ethyl","Tunisia","0"
"Ethyl","United States","0"
"Ethyl","Syria","0"
"Ethyl","Bhutan","0"
"Ethyl","Puerto Rico","0"
"Ethyl","French Guiana","0"
"Ethyl","Guinea","0"
"Ethyl","Saint Lucia","0"
"Ethyl","Georgia","95.0"
"Ethyl","Guinea-Bissau","0"
"Ethyl","Solomon Islands","0"
"Ethyl","Latin America","0"
"Ethyl","Jamaica","505.9"
"Ethyl","Grenada","0"
"Ethyl","Singapore","0"
"Ethyl","Monaco","0"
"Ethyl","North Korea","0"
"Ethyl","Ukraine","155.0"
"Ethyl","Vietnam","0"
"Ethyl","Papua New Guinea","0"
"Ethyl","Zimbabwe","354.1"
"Ethyl","Bermuda","0"
"Ethyl","Croatia","55.98"
"Ethyl","Lebanon","0"
"Ethyl","Saint Pierre And Miquelon","0"
"Ethyl","Maldives","0"
"Ethyl","Uganda","0"
"Ethyl","Iran","0"
"Ethyl","Svalbard And Jan Mayen Islands","0"
"Ethyl","Hong Kong","0"
"Ethyl","Southeast Asia","0"
"Ethyl","Cameroon","0"
"Ethyl","Israel","75.95"
"Ethyl","Belgium","0"
"Ethyl","Mozambique","0"
"Ethyl","Mali","0"
"Ethyl","Vanuatu","479.98"
"Ethyl","Venezuela","0"
"Ethyl","New Caledonia","0"
"Ethyl","Nauru","0"
"Ethyl","China","13.0"
"Ethyl","Saint Vincent And The Grenadines","0"
"Ethyl","Eritrea","0"
"Ethyl","Mauritania","390.99"
"Ethyl","Azerbaijan","107.99"
"Ethyl","Samoa","0"
"Ethyl","Antigua And Barbuda","0"
"Ethyl","Bahamas","472.95"
"Ethyl","Botswana","150.99"
"Ethyl","Montserrat","419.95"
"Ethyl","Somalia","0"
"Ethyl","Germany","49.95"
"Ethyl","Guadeloupe","0"
"Ethyl","Zambia","0"
"Ethyl","Runion","1041.6"
"Ethyl","Cuba","0"
"Ethyl","Central African Republic","0"
"Ethyl","Brazil","140.0"
"Ethyl","Central Europe","0"
"Ethyl","Kiribati","0"
"Ethyl","Tanzania","0"
"Ethyl","Rwanda","0"
"Ethyl","Albania","0"
"Ethyl","India","461.5"
"Ethyl","Ethiopia","0"
"Ethyl","American Samoa","0"
"Ethyl","Brunei Darussalam","0"
"Ethyl","Dominica","181.95"
"Ethyl","Indonesia","0"
"Ethyl","Tokelau","0"
"Ethyl","Egypt","0"
"Ethyl","Malawi","0"
"Ethyl","North America","0"
"Ethyl","Martinique","173.95"
"Ethyl","Kyrgyzstan","410.98"
"Ethyl","Uruguay","0"
"Ethyl","Peru","0"
"Ethyl","Pitcairn","429.95"
"Ethyl","Belarus","95.0"
"Ethyl","Liberia","0"
"Ethyl","Nigeria","0"
"Ethyl","Europe","261.98"
"Ethyl","Sri Lanka","337.95"
"Ethyl","Cook Islands","158.1"
"Ethyl","Argentina","377.5"
"Ethyl","Mayotte","0"
"Ethyl","Cape Verde","70.95"
"Ethyl","Iraq","229.1"
"Ethyl","Cayman Islands","0"
"Ethyl","Slovenia","0"
"Ethyl","Philippines","114.98"
"Ethyl","Comoros","487.1"
"Ethyl","Liechtenstein","139.0"
"Ethyl","Honduras","515.99"
"Ethyl","Nepal","0"
"Ethyl","United Arab Emirates","0"
"Ethyl","Marshall Islands","0"
"Ethyl","Austria","0"
"Ethyl","Belize","0"
"Ethyl","Macao","0"
"Ethyl","Eastern Africa","0"
"Ethyl","Label","0"
"Ethyl","Greece","0"
"Ethyl","Gambia","0"
"Ethyl","Trinidad And Tobago","413.95"
"Ethyl","Armenia","0"
"Ethyl","Aruba","37.1"
"Ethyl","Ireland","329.98"
"Ethyl","Guam","0"
"Ethyl","Scandinavia","0"
"Ethyl","Macedonia","0"
"Ethyl","Mongolia","0"
"Ethyl","Greenland","103.95"
"Ethyl","Haiti","122.0"
"Ethyl","Canada","287.08"
"Ethyl","Dominican Republic","60.0"
"Ethyl","Bulgaria","0"
"Ethyl","Southern Africa","0"
"Ethyl","Bolivia","0"
"Ethyl","Paraguay","346.95"
"Ethyl","Finland","0"
"Ethyl","Romania","0"
"Ethyl","Uzbekistan","0"
"Ethyl","Cambodia","0"
"Ethyl","East Indies","0"
"Ethyl","Sierra Leone","0"
"Ethyl","Gaza Strip","985.48"
"Ethyl","Malaysia","0"
"Ethyl","Burundi","301.5"
"Ethyl","Gibraltar","138.95"
"Ethyl","Spain","0"
"Ethyl","Gabon","206.95"
"Ethyl","Niue","0"
"Ethyl","New Zealand","0"
"Ethyl","Costa Rica","0"
"Ethyl","Middle East","152.1"
"Ethyl","Barbados","0"
"Ethyl","Anguilla","0"
"Ethyl","Thailand","261.5"
"Ethyl","Chad","0"
"Ethyl","Bangladesh","0"
"Ethyl","Djibouti","262.0"
"Ethyl","South Korea","341.0"
"Ethyl","Australia","0"
"Ethyl","Italy","0"
"Ethyl","Serbia","0"
"Ethyl","El Salvador","461.95"
"Ethyl","Netherlands Antilles","132.0"
"Ethyl","Norfolk Island","0"
"Ethyl","United States Virgin Islands","0"
"Ethyl","Namibia","0"
"Ethyl","Guatemala","0"
"Ethyl","Norway","227.98"
"Ethyl","Pakistan","398.99"
"Ethyl","Cyprus","0"
"Ethyl","Faeroe Islands","252.99"
"Ethyl","Japan","620.99"
"Ethyl","Democratic Republic Of The Congo","50.0"
"Ethyl","Madagascar","0"
"Ethyl","San Marino","0"
"Ethyl","United Kingdom","0"
"Ethyl","Kazakhstan","130.0"
"Ethyl","France","0"
"Ethyl","Togo","445.0"
"Ethyl","Algeria","0"
"Ethyl","Russia","0"
"Ethyl","Swaziland","0"
"Ethyl","South Asia","62.95"
"Ethyl","Saint Kitts-Nevis","0"
"Ethyl","Switzerland","212.95"
"Ethyl","Fiji","0"
"Raj","Africa","0"
"Raj","Libya","0"
"Raj","Afghanistan","0"
"Raj","Northern Mariana Islands","0"
"Raj","Denmark","0"
"Raj","Eastern Europe","0"
"Raj","Andorra","115.98"
"Raj","Aland Islands","0"
"Raj","Jordan","0"
"Raj","Slovakia","257.99"
"Raj","Columbia","0"
"Raj","Country_Desc","0"
"Raj","Burkina Faso","0"
"Raj","Sao Tome And Principe","0"
"Raj","Mexico","147.99"
"Raj","Bosnia And Herzegovina","0"
"Raj","Sudan","165.0"
"Raj","Estonia","359.95"
"Raj","Lesotho","0"
"Raj","Senegal","0"
"Raj","Asia","296.0"
"Raj","Hungary","45.99"
"Raj","Laos","385.5"
"Raj","Turkey","0"
"Raj","Lithuania","0"
"Raj","South America","312.0"
"Raj","The West","350.95"
"Raj","Portugal","811.45"
"Raj","Niger","0"
"Raj","Balkans","0"
"Raj","Yemen","0"
"Raj","Poland","0"
"Raj","West Bank","0"
"Raj","Bahrain","268.5"
"Raj","Baghdad","0"
"Raj","Iceland","0"
"Raj","Persian Gulf","0"
"Raj","Angola","0"
"Raj","Western Sahara","0"
"Raj","Tonga","505.09000000000003"
"Raj","Kenya","0"
"Raj","Saint Helena","0"
"Raj","Falkland Islands","0"
"Raj","Sweden","202.0"
"Raj","Kuwait","750.98"
"Raj","West Africa","0"
"Raj","People'S Republic Of The Congo","0"
"Raj","Myanmar","0"
"Raj","Morocco","0"
"Raj","Saudi Arabia","0"
"Raj","Seychelles","805.98"
"Raj","Turks And Caicos Islands","0"
"Raj","South Africa","0"
"Raj","Latvia","0"
"Raj","Occupied Palestinian Territory","274.0"
"Raj","Ecuador","0"
"Raj","Micronesia","759.0"
"Raj","Benin","0"
"Raj","Netherlands","247.99"
"Raj","Central Africa","10.0"
"Raj","Ghana","38.95"
"Raj","Suriname","0"
"Raj","Location","0"
"Raj","British Virgin Islands","0"
"Raj","Luxembourg","0"
"Raj","East Timor","0"
"Raj","Qatar","0"
"Raj","Wallis And Futuna Islands","0"
"Raj","Tajikistan","0"
"Raj","Guyana","228.5"
"Raj","Mediterranean","483.0"
"Raj","Czech Republic","0"
"Raj","Caribbean","0"
"Raj","Caucasus","151.95"
"Raj","Moldova","0"
"Raj","Malta","0"
"Raj","Palau","0"
"Raj","Oman","0"
"Raj","Vatican City","0"
"Raj","Montenegro","463.95"
"Raj","Panama","247.0"
"Raj","Turkmenistan","0"
"Raj","Nicaragua","0"
"Raj","North Africa","0"
"Raj","Chile","327.95"
"Raj","Central Asia","0"
"Raj","Mauritius","0"
"Raj","Tuvalu","0"
"Raj","French Polynesia","70.95"
"Raj","Equatorial Guinea","472.95"
"Raj","Ivory Coast","372.95"
"Raj","Isle Of Man","420.1"
"Raj","Tunisia","0"
"Raj","United States","20.0"
"Raj","Syria","0"
"Raj","Bhutan","0"
"Raj","Puerto Rico","0"
"Raj","French Guiana","0"
"Raj","Guinea","0"
"Raj","Saint Lucia","59.99"
"Raj","Georgia","0"
"Raj","Guinea-Bissau","361.98"
"Raj","Solomon Islands","0"
"Raj","Latin America","813.0"
"Raj","Jamaica","94.99"
"Raj","Grenada","0"
"Raj","Singapore","0"
"Raj","Monaco","0"
"Raj","North Korea","25.95"
"Raj","Ukraine","0"
"Raj","Vietnam","465.1"
"Raj","Papua New Guinea","451.1"
"Raj","Zimbabwe","0"
"Raj","Bermuda","787.95"
"Raj","Croatia","0"
"Raj","Lebanon","0"
"Raj","Saint Pierre And Miquelon","0"
"Raj","Maldives","0"
"Raj","Uganda","0"
"Raj","Iran","0"
"Raj","Svalbard And Jan Mayen Islands","470.0"
"Raj","Hong Kong","0"
"Raj","Southeast Asia","0"
"Raj","Cameroon","0"
"Raj","Israel","477.99"
"Raj","Belgium","0"
"Raj","Mozambique","0"
"Raj","Mali","0"
"Raj","Vanuatu","0"
"Raj","Venezuela","0"
"Raj","New Caledonia","295.5"
"Raj","Nauru","0"
"Raj","China","0"
"Raj","Saint Vincent And The Grenadines","0"
"Raj","Eritrea","150.0"
"Raj","Mauritania","0"
"Raj","Azerbaijan","0"
"Raj","Samoa","0"
"Raj","Antigua And Barbuda","21.99"
"Raj","Bahamas","0"
"Raj","Botswana","27.0"
"Raj","Montserrat","330.95"
"Raj","Somalia","0"
"Raj","Germany","0"
"Raj","Guadeloupe","372.0"
"Raj","Zambia","367.5"
"Raj","Runion","0"
"Raj","Cuba","0"
"Raj","Central African Republic","0"
"Raj","Brazil","0"
"Raj","Central Europe","0"
"Raj","Kiribati","14.95"
"Raj","Tanzania","0"
"Raj","Rwanda","0"
"Raj","Albania","829.94"
"Raj","India","698.9"
"Raj","Ethiopia","95.0"
"Raj","American Samoa","397.95"
"Raj","Brunei Darussalam","0"
"Raj","Dominica","0"
"Raj","Indonesia","0"
"Raj","Tokelau","0"
"Raj","Egypt","0"
"Raj","Malawi","0"
"Raj","North America","0"
"Raj","Martinique","0"
"Raj","Kyrgyzstan","477.0"
"Raj","Uruguay","0"
"Raj","Peru","0"
"Raj","Pitcairn","614.95"
"Raj","Belarus","0"
"Raj","Liberia","0"
"Raj","Nigeria","719.94"
"Raj","Europe","0"
"Raj","Sri Lanka","0"
"Raj","Cook Islands","0"
"Raj","Argentina","0"
"Raj","Mayotte","225.99"
"Raj","Cape Verde","0"
"Raj","Iraq","0"
"Raj","Cayman Islands","216.99"
"Raj","Slovenia","0"
"Raj","Philippines","0"
"Raj","Comoros","0"
"Raj","Liechtenstein","0"
"Raj","Honduras","891.97"
"Raj","Nepal","0"
"Raj","United Arab Emirates","0"
"Raj","Marshall Islands","0"
"Raj","Austria","0"
"Raj","Belize","0"
"Raj","Macao","278.95"
"Raj","Eastern Africa","0"
"Raj","Label","0"
"Raj","Greece","0"
"Raj","Gambia","0"
"Raj","Trinidad And Tobago","0"
"Raj","Armenia","370.1"
"Raj","Aruba","0"
"Raj","Ireland","0"
"Raj","Guam","0"
"Raj","Scandinavia","306.0"
"Raj","Macedonia","0"
"Raj","Mongolia","0"
"Raj","Greenland","424.99"
"Raj","Haiti","0"
"Raj","Canada","0"
"Raj","Dominican Republic","0"
"Raj","Bulgaria","0"
"Raj","Southern Africa","0"
"Raj","Bolivia","0"
"Raj","Paraguay","339.0"
"Raj","Finland","100.95"
"Raj","Romania","0"
"Raj","Uzbekistan","328.96000000000004"
"Raj","Cambodia","369.99"
"Raj","East Indies","21.98"
"Raj","Sierra Leone","0"
"Raj","Gaza Strip","196.0"
"Raj","Malaysia","0"
"Raj","Burundi","0"
"Raj","Gibraltar","0"
"Raj","Spain","0"
"Raj","Gabon","374.0"
"Raj","Niue","0"
"Raj","New Zealand","122.0"
"Raj","Costa Rica","0"
"Raj","Middle East","0"
"Raj","Barbados","0"
"Raj","Anguilla","0"
"Raj","Thailand","0"
"Raj","Chad","481.98"
"Raj","Bangladesh","0"
"Raj","Djibouti","0"
"Raj","South Korea","0"
"Raj","Australia","0"
"Raj","Italy","324.1"
"Raj","Serbia","360.99"
"Raj","El Salvador","0"
"Raj","Netherlands Antilles","0"
"Raj","Norfolk Island","0"
"Raj","United States Virgin Islands","317.0"
"Raj","Namibia","0"
"Raj","Guatemala","224.95"
"Raj","Norway","0"
"Raj","Pakistan","0"
"Raj","Cyprus","0"
"Raj","Faeroe Islands","385.0"
"Raj","Japan","406.95"
"Raj","Democratic Republic Of The Congo","0"
"Raj","Madagascar","0"
"Raj","San Marino","0"
"Raj","United Kingdom","0"
"Raj","Kazakhstan","0"
"Raj","France","0"
"Raj","Togo","0"
"Raj","Algeria","0"
"Raj","Russia","372.0"
"Raj","Swaziland","0"
"Raj","South Asia","188.99"
"Raj","Saint Kitts-Nevis","0"
"Raj","Switzerland","0"
"Raj","Fiji","0"
"Eric","Africa","0"
"Eric","Libya","46.97"
"Eric","Afghanistan","0"
"Eric","Northern Mariana Islands","0"
"Eric","Denmark","85.1"
"Eric","Eastern Europe","142.0"
"Eric","Andorra","0"
"Eric","Aland Islands","0"
"Eric","Jordan","0"
"Eric","Slovakia","0"
"Eric","Columbia","0"
"Eric","Country_Desc","265.0"
"Eric","Burkina Faso","0"
"Eric","Sao Tome And Principe","0"
"Eric","Mexico","0"
"Eric","Bosnia And Herzegovina","312.98"
"Eric","Sudan","385.99"
"Eric","Estonia","270.0"
"Eric","Lesotho","0"
"Eric","Senegal","0"
"Eric","Asia","0"
"Eric","Hungary","0"
"Eric","Laos","315.95"
"Eric","Turkey","0"
"Eric","Lithuania","0"
"Eric","South America","272.95"
"Eric","The West","0"
"Eric","Portugal","0"
"Eric","Niger","0"
"Eric","Balkans","0"
"Eric","Yemen","0"
"Eric","Poland","0"
"Eric","West Bank","0"
"Eric","Bahrain","0"
"Eric","Baghdad","0"
"Eric","Iceland","0"
"Eric","Persian Gulf","483.0"
"Eric","Angola","0"
"Eric","Western Sahara","0"
"Eric","Tonga","0"
"Eric","Kenya","0"
"Eric","Saint Helena","10.95"
"Eric","Falkland Islands","0"
"Eric","Sweden","0"
"Eric","Kuwait","0"
"Eric","West Africa","0"
"Eric","People'S Republic Of The Congo","0"
"Eric","Myanmar","0"
"Eric","Morocco","456.0"
"Eric","Saudi Arabia","0"
"Eric","Seychelles","189.98"
"Eric","Turks And Caicos Islands","0"
"Eric","South Africa","0"
"Eric","Latvia","81.95"
"Eric","Occupied Palestinian Territory","0"
"Eric","Ecuador","99.0"
"Eric","Micronesia","0"
"Eric","Benin","0"
"Eric","Netherlands","134.99"
"Eric","Central Africa","0"
"Eric","Ghana","0"
"Eric","Suriname","0"
"Eric","Location","0"
"Eric","British Virgin Islands","97.95"
"Eric","Luxembourg","529.97"
"Eric","East Timor","0"
"Eric","Qatar","0"
"Eric","Wallis And Futuna Islands","52.1"
"Eric","Tajikistan","0"
"Eric","Guyana","595.9300000000001"
"Eric","Mediterranean","0"
"Eric","Czech Republic","301.99"
"Eric","Caribbean","106.99"
"Eric","Caucasus","0"
"Eric","Moldova","0"
"Eric","Malta","287.1"
"Eric","Palau","0"
"Eric","Oman","0"
"Eric","Vatican City","406.99"
"Eric","Montenegro","0"
"Eric","Panama","0"
"Eric","Turkmenistan","0"
"Eric","Nicaragua","0"
"Eric","North Africa","0"
"Eric","Chile","0"
"Eric","Central Asia","183.0"
"Eric","Mauritius","0"
"Eric","Tuvalu","298.0"
"Eric","French Polynesia","113.0"
"Eric","Equatorial Guinea","176.1"
"Eric","Ivory Coast","0"
"Eric","Isle Of Man","0"
"Eric","Tunisia","125.0"
"Eric","United States","0"
"Eric","Syria","440.0"
"Eric","Bhutan","0"
"Eric","Puerto Rico","0"
"Eric","French Guiana","117.95"
"Eric","Guinea","0"
"Eric","Saint Lucia","0"
"Eric","Georgia","0"
"Eric","Guinea-Bissau","0"
"Eric","Solomon Islands","379.0"
"Eric","Latin America","0"
"Eric","Jamaica","0"
"Eric","Grenada","0"
"Eric","Singapore","259.0"
"Eric","Monaco","0"
"Eric","North Korea","817.94"
"Eric","Ukraine","179.95"
"Eric","Vietnam","211.95"
"Eric","Papua New Guinea","768.95"
"Eric","Zimbabwe","0"
"Eric","Bermuda","0"
"Eric","Croatia","0"
"Eric","Lebanon","0"
"Eric","Saint Pierre And Miquelon","96.95"
"Eric","Maldives","0"
"Eric","Uganda","0"
"Eric","Iran","0"
"Eric","Svalbard And Jan Mayen Islands","0"
"Eric","Hong Kong","0"
"Eric","Southeast Asia","187.98"
"Eric","Cameroon","476.0"
"Eric","Israel","0"
"Eric","Belgium","388.95"
"Eric","Mozambique","379.0"
"Eric","Mali","49.95"
"Eric","Vanuatu","0"
"Eric","Venezuela","0"
"Eric","New Caledonia","0"
"Eric","Nauru","129.0"
"Eric","China","0"
"Eric","Saint Vincent And The Grenadines","0"
"Eric","Eritrea","0"
"Eric","Mauritania","0"
"Eric","Azerbaijan","0"
"Eric","Samoa","442.99"
"Eric","Antigua And Barbuda","0"
"Eric","Bahamas","382.95"
"Eric","Botswana","0"
"Eric","Montserrat","188.95"
"Eric","Somalia","0"
"Eric","Germany","0"
"Eric","Guadeloupe","0"
"Eric","Zambia","0"
"Eric","Runion","188.99"
"Eric","Cuba","0"
"Eric","Central African Republic","367.0"
"Eric","Brazil","69.0"
"Eric","Central Europe","0"
"Eric","Kiribati","0"
"Eric","Tanzania","0"
"Eric","Rwanda","471.95"
"Eric","Albania","100.95"
"Eric","India","0"
"Eric","Ethiopia","0"
"Eric","American Samoa","0"
"Eric","Brunei Darussalam","0"
"Eric","Dominica","289.95"
"Eric","Indonesia","0"
"Eric","Tokelau","0"
"Eric","Egypt","0"
"Eric","Malawi","0"
"Eric","North America","259.0"
"Eric","Martinique","289.95"
"Eric","Kyrgyzstan","0"
"Eric","Uruguay","112.98"
"Eric","Peru","0"
"Eric","Pitcairn","0"
"Eric","Belarus","293.99"
"Eric","Liberia","0"
"Eric","Nigeria","0"
"Eric","Europe","0"
"Eric","Sri Lanka","0"
"Eric","Cook Islands","211.99"
"Eric","Argentina","326.0"
"Eric","Mayotte","276.99"
"Eric","Cape Verde","0"
"Eric","Iraq","0"
"Eric","Cayman Islands","215.95"
"Eric","Slovenia","380.0"
"Eric","Philippines","0"
"Eric","Comoros","0"
"Eric","Liechtenstein","266.98"
"Eric","Honduras","0"
"Eric","Nepal","0"
"Eric","United Arab Emirates","143.99"
"Eric","Marshall Islands","479.95"
"Eric","Austria","188.95"
"Eric","Belize","0"
"Eric","Macao","0"
"Eric","Eastern Africa","0"
"Eric","Label","0"
"Eric","Greece","0"
"Eric","Gambia","0"
"Eric","Trinidad And Tobago","0"
"Eric","Armenia","306.95"
"Eric","Aruba","434.95"
"Eric","Ireland","306.99"
"Eric","Guam","0"
"Eric","Scandinavia","234.0"
"Eric","Macedonia","0"
"Eric","Mongolia","0"
"Eric","Greenland","220.95"
"Eric","Haiti","347.99"
"Eric","Canada","0"
"Eric","Dominican Republic","425.0"
"Eric","Bulgaria","0"
"Eric","Southern Africa","0"
"Eric","Bolivia","0"
"Eric","Paraguay","0"
"Eric","Finland","0"
"Eric","Romania","0"
"Eric","Uzbekistan","61.98"
"Eric","Cambodia","0"
"Eric","East Indies","0"
"Eric","Sierra Leone","0"
"Eric","Gaza Strip","0"
"Eric","Malaysia","214.95"
"Eric","Burundi","169.95"
"Eric","Gibraltar","0"
"Eric","Spain","0"
"Eric","Gabon","0"
"Eric","Niue","0"
"Eric","New Zealand","157.0"
"Eric","Costa Rica","0"
"Eric","Middle East","0"
"Eric","Barbados","0"
"Eric","Anguilla","737.98"
"Eric","Thailand","336.49"
"Eric","Chad","258.1"
"Eric","Bangladesh","0"
"Eric","Djibouti","0"
"Eric","South Korea","0"
"Eric","Australia","391.95"
"Eric","Italy","200.1"
"Eric","Serbia","0"
"Eric","El Salvador","0"
"Eric","Netherlands Antilles","442.98"
"Eric","Norfolk Island","0"
"Eric","United States Virgin Islands","179.0"
"Eric","Namibia","0"
"Eric","Guatemala","266.6"
"Eric","Norway","0"
"Eric","Pakistan","0"
"Eric","Cyprus","0"
"Eric","Faeroe Islands","353.0"
"Eric","Japan","0"
"Eric","Democratic Republic Of The Congo","0"
"Eric","Madagascar","0"
"Eric","San Marino","0"
"Eric","United Kingdom","0"
"Eric","Kazakhstan","147.98"
"Eric","France","0"
"Eric","Togo","0"
"Eric","Algeria","0"
"Eric","Russia","146.95"
"Eric","Swaziland","228.98"
"Eric","South Asia","0"
"Eric","Saint Kitts-Nevis","154.95"
"Eric","Switzerland","282.0"
"Eric","Fiji","0"
"Santos","Africa","0"
"Santos","Libya","0"
"Santos","Afghanistan","0"
"Santos","Northern Mariana Islands","0"
"Santos","Denmark","0"
"Santos","Eastern Europe","0"
"Santos","Andorra","0"
"Santos","Aland Islands","0"
"Santos","Jordan","0"
"Santos","Slovakia","0"
"Santos","Columbia","0"
"Santos","Country_Desc","277.99"
"Santos","Burkina Faso","0"
"Santos","Sao Tome And Principe","461.0"
"Santos","Mexico","0"
"Santos","Bosnia And Herzegovina","713.1"
"Santos","Sudan","628.95"
"Santos","Estonia","143.1"
"Santos","Lesotho","0"
"Santos","Senegal","0"
"Santos","Asia","0"
"Santos","Hungary","0"
"Santos","Laos","464.0"
"Santos","Turkey","0"
"Santos","Lithuania","0"
"Santos","South America","331.44"
"Santos","The West","0"
"Santos","Portugal","217.99"
"Santos","Niger","0"
"Santos","Balkans","0"
"Santos","Yemen","0"
"Santos","Poland","0"
"Santos","West Bank","236.1"
"Santos","Bahrain","688.99"
"Santos","Baghdad","0"
"Santos","Iceland","0"
"Santos","Persian Gulf","410.95"
"Santos","Angola","347.94"
"Santos","Western Sahara","159.0"
"Santos","Tonga","0"
"Santos","Kenya","0"
"Santos","Saint Helena","0"
"Santos","Falkland Islands","334.5"
"Santos","Sweden","0"
"Santos","Kuwait","0"
"Santos","West Africa","43.98"
